content_id,genre_id
1234,35
1234,10765
1234,9648
1235,35
1235,9648
1235,10765
1235,18
1236,18
1236,80
1237,18
1238,18
1239,18
1239,35
1240,16
1240,10762
1241,35
1241,18
1241,10765
1242,18
1243,10765
1243,18
1244,18
1244,35
1245,18
1245,10751
1246,18
1246,80
1246,10765
1247,18
1247,10759
1248,10767
1248,99
1249,35
1249,18
1250,18
1251,80
1251,10764
1252,18
1253,10762
1253,16
1254,18
1254,35
1254,80
1254,9648
1255,18
1256,18
1256,10751
1256,35
1257,18
1257,10765
1258,10768
1258,18
1259,18
1259,35
1260,35
1260,18
1261,35
1261,10749
1262,18
1262,10765
1263,18
1263,10765
1264,35
1264,18
1265,18
1265,9648
1265,35
1266,10751
1266,18
1267,18
1268,18
1269,18
1270,80
1270,10759
1270,9648
1270,18
1271,9648
1271,18
1272,18
1272,9648
1273,18
1273,10751
1273,35
1273,9648
1274,35
1274,18
1275,18
1275,35
1275,9648
1276,80
1277,18
1278,10759
1278,18
1279,35
1280,18
1280,10768
1281,18
1282,35
1282,18
1282,10765
1283,18
1284,10767
1285,18
1285,80
1285,9648
1286,18
1287,9648
1287,80
1288,18
1289,10764
1289,10767
1290,35
1290,18
1291,18
1291,35
1292,35
1292,18
1293,16
1293,10762
1294,10762
1294,35
1294,16
1295,35
1295,18
1296,18
1296,9648
1297,9648
1297,18
1298,18
1298,10768
1299,10759
1299,9648
1299,10765
1299,18
1300,10759
1300,35
1300,80
1300,9648
1300,18
1301,18
1301,35
1302,10764
1303,18
1303,10765
1303,10759
1304,18
1304,10749
1305,18
1305,35
1306,18
1307,18
1307,10765
1308,18
1308,9648
1309,10765
1310,80
1310,18
1311,16
1311,10759
1312,35
1312,18
1313,10759
1313,18
1314,9648
1314,18
1315,35
1316,18
1317,18
1317,9648
1318,10764
1318,35
1319,10764
1320,18
1321,10749
1321,18
1322,18
1323,18
1323,10759
1324,10764
1324,35
1325,10764
1326,35
1326,18
1326,9648
1327,18
1328,18
1328,80
1328,9648
1329,10764
1329,35
1330,35
1330,18
1331,35
1331,18
1332,18
1333,18
1334,18
1334,35
1334,9648
1334,10765
1335,18
1336,18
1336,80
1337,18
1338,9648
1338,18
1339,18
1339,10759
1339,10751
1340,18
1341,18
1342,10764
1342,10767
1343,18
1343,10751
1344,10759
1344,18
1345,18
1346,18
1346,35
1347,18
1347,80
1347,9648
1348,18
1349,18
1350,10764
1351,35
1351,18
1352,18
1352,9648
1352,35
1353,18
1354,18
1355,18
1355,10751
1356,18
1357,10759
1357,35
1357,18
1358,80
1358,18
1359,9648
1359,18
1359,80
1360,10764
1361,18
1361,35
1362,18
1362,9648
1363,18
1363,36
1364,18
1365,10759
1365,18
1366,35
1366,18
1367,35
1367,80
1367,18
1368,35
1368,18
1369,18
1369,10751
1369,10749
1370,10759
1370,18
1371,99
1372,18
1373,18
1373,10765
1374,18
1375,18
1375,10765
1376,10765
1376,18
1377,18
1377,35
1378,18
1379,18
1379,35
1380,35
1380,18
1381,10762
1381,16
1382,18
1384,18
1385,18
1385,35
1386,18
1386,10765
1387,18
1388,10764
1388,99
1389,18
1390,18
1391,18
1392,18
1392,10749
1393,10759
1393,18
1394,18
1394,10751
1394,10749
1395,18
1395,10749
1396,35
1396,18
1396,10749
1397,10764
1398,10764
1399,18
1400,9648
1400,10751
1401,10764
1402,10764
1403,18
1403,35
1404,18
1405,10764
