title,content_type,genre_ids,release_date,vote_average,vote_count,popularity,tmdb_id
"알고있지만,",드라마,[18],2021-06-19,7.3,229,7.9129,126035
결혼작사 이혼작곡,드라마,[18],2021-01-23,7.276,29,8.9429,116041
봄밤,드라마,[18],2019-05-22,7.994,80,8.8959,89604
푸른 바다의 전설,드라마,"[35, 18, 10765]",2016-11-16,7.4,219,7.1391,67018
이 연애는 불가항력,드라마,"[18, 10765, 35]",2023-08-23,8.1,239,9.1537,215001
남자친구,드라마,[18],2018-11-28,7.8,78,9.2594,83941
스물다섯 스물하나,드라마,[18],2022-02-12,8.5,352,9.9837,129888
자백의 대가,드라마,"[9648, 18]",2025-12-05,7.956,80,9.1039,209110
피지컬: 아시아,예능,[10764],2025-10-28,7.54,50,9.3525,293613
별들에게 물어봐,드라마,"[35, 10765, 18]",2025-01-04,7.418,55,8.666,154822
나의 아저씨,드라마,[18],2018-03-21,8.6,201,8.6538,76662
이두나!,드라마,[18],2023-10-20,7.694,222,8.6548,194797
별에서 온 그대,드라마,"[35, 18]",2013-12-18,8.298,823,9.1539,60957
악의 꽃,드라마,"[18, 80, 9648]",2020-07-29,8.256,600,8.8287,99494
너는 내 운명,드라마,"[18, 10751, 10749, 35]",2008-05-05,5.5,2,10.1689,39068
마녀,드라마,"[18, 9648]",2025-02-15,7.6,37,7.9016,200794
마스크걸,드라마,"[18, 35, 9648, 80]",2023-08-18,7.4,192,9.2143,156888
마음의 소리 리부트: 얼간이들,드라마,"[35, 10751]",2018-10-29,6.429,14,7.3252,84155
이태원 클라쓰,드라마,[18],2020-01-31,8.4,409,9.9413,96162
한글용사 아이야,드라마,[10762],2021-04-28,0,0,8.4035,128827
작은 아씨들,드라마,"[18, 9648, 10759]",2022-09-03,8,193,7.9847,134675
셀러브리티,드라마,"[18, 9648]",2023-06-30,7.786,161,8.6911,131305
동백꽃 필 무렵,드라마,"[18, 35]",2019-09-18,8.1,67,9.3619,93097
나의 완벽한 비서,드라마,"[18, 35]",2025-01-03,8,59,8.1497,233100
멜로가 체질,드라마,"[35, 18]",2019-08-09,7.9,47,8.9867,90720
당신이 죽였다,드라마,"[80, 18, 9648]",2025-11-07,8.197,99,7.9832,271885
오늘부터 인간입니다만,드라마,"[10765, 35, 18]",2026-01-16,7.9,50,9.4223,270420
정숙한 세일즈,드라마,"[18, 35]",2024-10-12,8.067,52,9.7881,255086
피지컬: 100,예능,[10764],2023-01-24,0,0,6.8459,210905
화려한 날들,드라마,"[35, 18, 10751]",2025-08-09,4.8,4,8.5404,287010
기상청 사람들: 사내연애 잔혹사 편,드라마,"[18, 35]",2022-02-12,7.3,139,8.1058,152511
이브,드라마,"[18, 35]",2022-06-01,6.675,63,8.9761,138251
"60일, 지정생존자",드라마,"[18, 80, 9648, 10768]",2019-07-01,7.804,46,6.8407,86824
좋아하면 울리는,드라마,"[18, 10765]",2019-08-22,8.244,2045,7.6259,89641
스타트업,드라마,"[18, 35]",2020-10-17,8.2,384,8.9364,99048
"성+인물: 네덜란드, 독일 편",예능,[10764],2024-02-20,7,5,7.6132,244890
미남이시네요,드라마,"[35, 18]",2009-10-07,7.54,126,7.1535,31417
아이돌아이,드라마,"[9648, 18, 80, 35]",2025-12-22,7.776,29,7.8587,285278
히어로 인사이드,드라마,"[16, 10759, 35]",2023-11-08,8.2,35,7.3869,238841
너는 나의 봄,드라마,[18],2021-07-05,6.4,31,6.9068,126698
악연,드라마,"[80, 18]",2025-04-04,7.554,112,7.6527,233686
재벌집 막내아들,드라마,"[18, 10765]",2022-11-18,8.004,120,8.143,153496
이번 생도 잘 부탁해,드라마,"[18, 35]",2023-06-17,8.131,221,7.8109,154824
시그널,드라마,"[80, 9648, 10765, 18]",2016-01-22,8.203,197,8.1353,64840
똑바로 살아라,드라마,[35],2002-11-05,9,2,6.9609,129586
레인보우 버블젬,드라마,"[16, 10762, 10759, 35, 10765]",2023-07-25,10,1,7.8219,233464
복수가 돌아왔다,드라마,"[18, 35, 9648]",2018-12-10,7.455,55,7.8743,84464
나쁜 엄마,드라마,"[18, 35]",2023-04-26,8.87,196,8.3764,214999
육룡이 나르샤,드라마,[18],2015-10-05,7.188,32,7.4251,63927
다이노스터: 공룡수호대,드라마,"[16, 10762, 10759, 35, 10765]",2023-08-28,10,1,7.992,233547
백종원의 골목식당,예능,[10764],2018-01-05,7,4,7.7604,79667
오늘도 사랑스럽개,드라마,"[18, 35, 10765]",2023-10-11,8.3,104,7.6442,209502
불새 2020,드라마,"[18, 10766]",2020-10-26,5,4,7.4419,111603
청춘시대,드라마,"[35, 18]",2016-07-22,7.206,136,8.2558,67014
청춘기록,드라마,[18],2020-09-07,8.1,240,7.8967,99047
피노키오,드라마,"[18, 35, 9648]",2014-11-12,8.2,648,8.0611,61611
월수금화목토,드라마,"[18, 35]",2022-09-21,7.777,74,7.3269,201146
슈룹,드라마,[18],2022-10-15,8.277,110,8.1494,156406
집사부일체,예능,"[10764, 10767, 35]",2017-12-31,6.5,6,8.1028,76033
스토브리그,드라마,[18],2019-12-13,8.3,52,6.6387,95484
고스트 닥터,드라마,"[35, 18, 10765]",2022-01-03,7.951,72,7.2841,152471
원 더 우먼,드라마,"[35, 18]",2021-09-17,7.263,38,5.8408,129479
외모지상주의,드라마,"[35, 18, 16]",2022-12-08,8.287,300,6.7814,210942
선산,드라마,"[18, 9648, 80]",2024-01-19,7.086,70,7.4508,212553
옥씨부인전,드라마,[18],2024-11-30,8.407,27,7.3115,226649
로맨스는 별책부록,드라마,"[35, 18]",2019-01-26,7.574,102,7.1039,85220
낮과 밤이 다른 그녀,드라마,"[10765, 35, 9648]",2024-06-15,8.529,153,7.3557,231749
맨투맨,드라마,"[10759, 18]",2017-04-21,7.309,55,6.8994,70595
하이라키,드라마,[18],2024-06-07,7.7,183,7.3135,226527
나의 나라,드라마,"[18, 10759]",2019-10-04,6.898,59,7.7367,93490
나빌레라,드라마,[18],2021-03-22,8.6,205,5.6484,119464
시크릿 가든,드라마,"[35, 18, 10765]",2010-11-13,7.482,142,7.008,37636
나 홀로 그대,드라마,"[18, 10765]",2020-02-07,8.471,889,6.3183,96160
블랙의 신부,드라마,[18],2022-07-15,7.4,61,7.2289,133775
트라이: 우리는 기적이 된다,드라마,"[18, 35]",2025-07-25,8.548,31,6.3226,250463
The 8 Show,드라마,"[9648, 35, 18]",2024-05-17,7.265,341,6.8398,156484
맛남의 광장,예능,[10764],2019-12-05,9,3,6.5055,93853
좀비버스,예능,[10764],2023-08-08,5.9,57,7.2662,217945
화유기,드라마,"[35, 9648, 10765, 18]",2017-12-23,8.061,312,6.9929,75123
성+인물: 일본 편,예능,[10764],2023-04-25,7.2,10,7.2862,224229
사랑의 온도,드라마,[35],2017-09-18,7.1,93,5.9761,73575
뷰티 인사이드,드라마,"[18, 35, 10765]",2018-10-01,7.863,91,6.7698,82237
신입사관 구해령,드라마,[18],2019-07-17,7.6,77,6.691,90721
백일의 낭군님,드라마,"[35, 18, 9648]",2018-09-10,7.9,175,6.982,81821
초면에 사랑합니다,드라마,[35],2019-05-06,7.5,94,7.2701,88783
유어 아너,드라마,"[80, 18, 9648]",2024-08-12,8.6,7,6.5552,247031
그 해 우리는,드라마,"[35, 18]",2021-12-06,8.4,176,6.8293,135897
히어로는 아닙니다만,드라마,"[18, 10765]",2024-05-04,8.229,118,6.9146,232616
사마귀: 살인자의 외출,드라마,"[80, 9648, 18]",2025-09-05,7.2,28,6.4987,243248
닥터 이방인,드라마,"[18, 80]",2014-05-05,8.033,303,6.1067,60956
인간수업,드라마,"[80, 18]",2020-04-29,8.106,687,5.9405,90814
구경이,드라마,"[10759, 35, 18, 9648, 80]",2021-10-30,7.4,160,8.0448,129475
트렁크,드라마,"[18, 9648]",2024-11-29,7,62,6.1362,230777
SBS 스페셜,드라마,[99],2005-07-10,0,0,6.1194,78172
닥터스,드라마,"[18, 35]",2016-06-20,8.125,331,7.2227,66329
당신의 맛,드라마,"[35, 18]",2025-05-12,8.3,76,6.6519,281006
백종원의 3대 천왕,예능,[10764],2015-08-28,0,0,6.321,84566
은중과 상연,드라마,[18],2025-09-12,8.304,28,6.437,224414
아름다웠던 우리에게,드라마,"[18, 35]",2020-12-28,8.315,616,6.6739,114395
어쩌다 전원일기,드라마,"[18, 35]",2022-09-05,7.5,161,6.5843,133678
열혈농구단,예능,[10764],2025-11-29,0,0,6.1312,306932
악의 마음을 읽는 자들,드라마,"[80, 18, 9648]",2022-01-14,7.817,52,6.9607,146102
수리남,드라마,[80],2022-09-09,7.7,175,6.9983,97970
도시남녀의 사랑법,드라마,[18],2020-12-22,7.7,175,6.9136,113710
너의 목소리가 들려,드라마,"[35, 18, 9648, 10765]",2013-06-05,8.1,92,7.0816,54477
닭강정,드라마,"[35, 9648, 10765]",2024-03-15,6.4,42,6.9185,206686
완벽한 결혼의 정석,드라마,[18],2023-10-28,8,84,6.7026,230524
빙의,드라마,"[9648, 80, 35, 18]",2019-03-06,6.167,25,5.6054,86640
미지의 서울,드라마,[18],2025-05-24,8.4,94,8.0486,261980
고려 거란 전쟁,드라마,"[18, 10768]",2023-11-11,8.3,10,5.5458,218290
"세작, 매혹된 자들",드라마,"[18, 10768, 9648]",2024-01-21,7.6,33,6.2017,233205
자이언트,드라마,[18],2010-05-10,8.1,7,5.5048,33828
연애대전,드라마,"[18, 35]",2023-02-10,8.2,126,6.3062,137094
아기가 생겼어요,드라마,"[35, 10751, 18]",2026-01-17,8.766,32,5.9974,296009
택배기사,드라마,"[18, 10759, 10765]",2023-05-12,7.415,313,5.6584,137040
룸메이트,예능,"[35, 10764]",2014-05-04,8.167,6,5.8326,64172
질투의 화신,드라마,"[35, 18]",2016-08-24,8.2,45,6.6652,66560
돌풍,드라마,"[18, 10768]",2024-06-28,6.964,28,5.854,223329
"하이바이, 마마!",드라마,"[10765, 35, 18]",2020-02-22,8.1,456,7.0191,97219
가면,드라마,"[18, 80]",2015-05-27,7.5,61,6.1533,62806
크라임씬 제로,예능,"[10764, 80]",2025-09-23,9.3,6,16.3214,298698
내 여자친구는 구미호,드라마,"[35, 18]",2010-08-11,7.2,71,5.8354,33544
너의 시간 속으로,드라마,[18],2023-09-08,8.3,215,5.865,196474
성+인물: 대만 편,예능,[10764],2023-08-29,7,6,5.5698,233232
SBS 연기대상,예능,[10764],1992-12-31,9,2,5.7306,76065
황후의 품격,드라마,"[18, 10759, 9648]",2018-11-21,6.259,27,5.7736,84107
라켓소년단,드라마,"[18, 35]",2021-05-31,8,31,7.3214,125437
찬란한 유산,드라마,"[35, 18]",2009-04-25,7.694,18,5.8732,31120
인사이더,드라마,"[10759, 18]",2022-06-08,5.6,28,7.2308,135655
엽기적인 그녀,드라마,"[35, 18]",2017-05-29,6.184,38,6.8455,71347
넌 내게 반했어,드라마,"[35, 18]",2011-06-29,7.1,47,5.338,39198
태풍상사,드라마,[18],2025-10-11,8.411,45,6.1058,280946
시지프스 : the myth,드라마,"[10765, 18, 9648, 10759]",2021-02-17,7.102,127,6.0336,113622
종말의 바보,드라마,[18],2024-04-26,6,62,6.0687,139547
대체 등산을 왜 하는 건데?,예능,[10764],2026-08-18,0,0,6.9643,326901
다시 만난 세계,드라마,[18],2017-07-19,7.6,51,6.3817,72549
미스터리 수사단,예능,[10764],2024-06-18,7.638,29,5.9833,240114
마이걸,드라마,"[35, 18]",2005-12-14,7.7,31,5.7471,6074
썸바디,드라마,"[18, 80, 9648]",2022-11-18,6.9,105,5.6783,112837
기름진 멜로,드라마,"[18, 35]",2018-05-07,6.8,33,6.4352,78797
미스티,드라마,"[18, 80, 9648]",2018-02-02,7.4,27,5.4254,76715
진짜가 나타났다!,드라마,[18],2023-03-25,7.15,20,6.3133,214422
조선 정신과 의사 유세풍,드라마,"[18, 9648]",2022-08-01,5.5,24,5.8932,139289
일지매,드라마,"[10759, 18]",2008-05-21,6.9,27,6.4994,21013
녹두꽃,드라마,[18],2019-04-26,7.7,8,6.6206,88398
미씽: 그들이 있었다,드라마,"[9648, 10765]",2020-08-29,7.7,36,6.2454,106761
미녀와 순정남,드라마,"[18, 10751]",2024-03-23,7,5,5.6658,242503
이로운 사기,드라마,"[18, 35, 80]",2023-05-29,5.9,32,5.9159,210218
신데렐라와 네 명의 기사,드라마,"[35, 18]",2016-08-12,7.3,127,6.5097,67084
의사요한,드라마,[18],2019-07-19,7.64,43,5.7436,90706
미생,드라마,"[35, 18]",2014-10-17,8.6,76,5.7794,61678
샤이닝,드라마,[18],2026-03-06,7.8,25,5.7325,276472
사계의 봄,드라마,[35],2025-05-06,7.656,32,5.1738,280016
최강 배달꾼,드라마,[18],2017-08-04,6.8,37,5.6292,72396
마음의 소리,드라마,"[35, 18]",2016-11-07,7.9,32,6.4271,68945
19/20,예능,[10764],2023-07-11,7.8,42,5.8785,218475
더 패뷸러스,드라마,"[18, 35]",2022-12-23,7.7,80,5.7455,135155
브람스를 좋아하세요,드라마,[18],2020-08-31,7.3,37,5.7618,101857
YG전자,드라마,[35],2018-10-05,6.1,10,5.7326,82834
쌍갑포차,드라마,"[18, 10765, 35]",2020-05-20,8,77,7.1554,99491
닥터 차정숙,드라마,"[18, 35]",2023-04-15,8.2,69,5.7077,214997
날씨가 좋으면 찾아가겠어요,드라마,[18],2020-02-24,7.3,73,5.9831,96977
"선배, 그 립스틱 바르지 마요",드라마,[18],2021-01-18,7.6,45,5.2297,113965
냄새를 보는 소녀,드라마,"[35, 10765, 18, 80]",2015-04-01,7.25,44,5.9025,62301
졸업,드라마,[18],2024-05-11,7.1,21,4.7778,237508
태양의 신부,드라마,[18],2011-10-24,0,0,5.4648,45629
그냥 사랑하는 사이,드라마,[18],2017-12-11,7.7,81,5.1654,74829
티시태시,드라마,"[10762, 16]",2020-09-28,6,2,4.1383,139221
주군의 태양,드라마,"[10765, 35, 18]",2013-08-07,8.008,188,5.8249,57646
그녀의 사생활,드라마,"[35, 18]",2019-04-10,7.6,122,5.7641,87553
안나라수마나라,드라마,"[18, 10765]",2022-05-06,7.7,194,5.2918,123349
천국의 계단,드라마,[18],2003-12-03,8.164,1190,6.258,5178
미녀 공심이,드라마,"[35, 18]",2016-05-14,6.9,31,5.1547,66431
베스티언즈,드라마,"[16, 10759, 35, 10762, 10765]",2023-05-14,5.8,4,4.8788,226226
루갈,드라마,"[10759, 80, 9648, 10765, 18]",2020-03-28,6.78,59,5.476,97766
서울 자가에 대기업 다니는 김 부장 이야기,드라마,"[35, 18]",2025-10-25,8.286,14,5.0008,275592
조선혼담공작소 꽃파당,드라마,"[35, 18]",2019-09-16,6.1,30,5.725,92732
돌싱글즈,예능,[10764],2021-07-11,9.1,7,5.0124,128979
런 온,드라마,[18],2020-12-16,7.5,123,5.0026,113240
미녀의 탄생,드라마,[35],2014-11-01,7.4,28,5.9472,61606
제3의 매력,드라마,[18],2018-09-28,6.2,21,5.6517,82462
베베핀,드라마,"[16, 10762]",2022-11-01,0,0,5.4325,241948
왕과 나,드라마,"[18, 10768]",2007-08-27,3.7,3,5.2875,15961
기적의 형제,드라마,"[9648, 18, 10765, 35]",2023-06-28,7.2,18,4.5894,208834
대도시의 사랑법,드라마,[18],2024-10-21,8.9,46,5.2104,236956
로스쿨,드라마,"[18, 80, 9648]",2021-04-14,7.8,66,5.4622,119773
오늘의 웹툰,드라마,"[35, 18]",2022-07-29,6.5,28,4.8551,155222
어비스,드라마,"[35, 10765, 9648, 18]",2019-05-06,8.087,206,5.1288,88328
인생은 아름다워,드라마,"[18, 10751]",2010-03-20,7.4,5,4.7041,44632
청담동 앨리스,드라마,"[35, 18]",2012-12-01,6.4,7,4.7484,46536
감사합니다,드라마,"[80, 18]",2024-07-06,7.667,15,4.8113,244071
웨딩 임파서블,드라마,"[18, 35]",2024-02-26,6.6,29,5.4049,230198
뿌리깊은 나무,드라마,[18],2011-10-05,7.3,21,6.4797,41652
나의 해피엔드,드라마,"[9648, 18]",2023-12-30,7.154,13,5.379,233277
힙하게,드라마,"[18, 35, 10765, 9648]",2023-08-12,8.112,103,5.4303,210107
노무사 노무진,드라마,"[35, 9648, 10765, 18]",2025-05-30,8.091,22,5.2694,233221
하이에나,드라마,"[18, 80]",2020-02-21,7.8,42,4.7935,95110
러브 미,드라마,[18],2025-12-19,7.8,16,4.5858,275989
"신성한, 이혼",드라마,[18],2023-03-04,7.878,41,5.7161,204241
연예인 매니저로 살아남기,드라마,"[18, 35]",2022-11-07,7.3,18,6.0924,203697
라바 아일랜드,드라마,"[16, 10762]",2018-10-19,7.118,17,4.693,83248
돌아와요 아저씨,드라마,"[35, 18, 10765]",2016-02-24,8.322,45,4.9425,65412
친애하는 판사님께,드라마,[18],2018-07-25,7.3,19,5.8824,80959
천국보다 아름다운,드라마,"[10765, 18]",2025-04-19,8.5,88,5.0713,254389
내일 지구가 망해버렸으면 좋겠어,드라마,"[18, 35]",2021-06-18,7.701,107,5.0805,110545
맛 좀 보실래요?,드라마,"[18, 10751]",2019-11-11,5.5,1,6.3278,95216
하이쿠키,드라마,"[18, 80, 10765]",2023-10-23,7.9,23,4.6999,223489
해치,드라마,"[18, 10759]",2019-02-11,5.725,20,5.0563,86094
"위대한 수업, 그레이트 마인즈",예능,"[10767, 99]",2021-08-30,5.2,17,8.3212,132544
로맨틱 어나니머스,드라마,"[35, 18]",2025-10-16,8.2,31,5.9014,249054
대행사,드라마,[18],2023-01-07,6.706,34,5.877,203698
용감한 형사들,예능,"[80, 10764]",2022-04-01,6,4,6.3707,196561
발리에서 생긴 일,드라마,[18],2004-01-03,5.7,5,4.2613,13733
홈앤버튼,드라마,"[10762, 16]",2025-02-13,7,4,3.8791,282209
서른이지만 열일곱입니다,드라마,"[18, 35, 80, 9648]",2018-07-23,7.967,75,5.3784,80919
바람의 화원,드라마,[18],2008-09-24,6.7,10,4.5104,44573
못난이 주의보,드라마,"[18, 10751, 35]",2013-05-20,9,6,5.1473,64300
연애 지상주의 구역,드라마,"[18, 10765]",2024-01-24,8.8,38,4.7881,240591
연개소문,드라마,"[10768, 18]",2006-06-08,0,0,4.7471,3852
놀아주는 여자,드라마,"[18, 35]",2024-06-12,7.871,31,4.7905,215000
감자연구소,드라마,"[35, 18]",2025-03-01,7.676,68,5.249,254391
마녀유희,드라마,"[35, 10749]",2007-03-21,5.4,12,4.5622,14731
홍천기,드라마,"[18, 10765]",2021-08-30,7.538,40,5.0156,117896
49일,드라마,"[18, 10765]",2011-03-16,8.084,89,4.2301,38861
혼례대첩,드라마,"[35, 18]",2023-10-30,6.7,27,4.9035,230024
치얼업,드라마,"[18, 9648, 35]",2022-10-03,6.5,55,5.2477,155229
가족X멜로,드라마,"[10751, 18]",2024-08-10,7.821,39,4.3857,258707
달콤한 원수,드라마,[18],2017-06-12,2,1,4.8268,74286
"아모르 파티 - 사랑하라, 지금",드라마,[18],2021-04-12,5,2,4.6972,122752
초콜릿,드라마,[18],2019-11-29,7.845,29,4.4155,95066
미세스 캅,드라마,"[80, 10759, 9648, 18]",2015-08-03,6.4,9,5.5501,63500
트롤리,드라마,"[9648, 18]",2022-12-19,5,25,4.5674,196526
꽃선비 열애사,드라마,"[18, 9648]",2023-03-20,5.9,25,5.496,205757
다리미 패밀리,드라마,"[18, 10751, 35, 9648]",2024-09-28,6.4,8,5.3318,250385
비밀은 없어,드라마,"[35, 18]",2024-05-01,7,23,5.2656,211705
모래에도 꽃이 핀다,드라마,"[18, 35, 9648]",2023-12-20,7.6,33,4.7886,224900
단죄,드라마,[80],2025-09-24,7,7,4.3237,278904
조강지처 클럽,드라마,[18],2007-09-29,10,1,5.2946,50556
무사 백동수,드라마,"[10759, 18]",2011-07-04,6.2,15,5.87,40016
절대그이,드라마,[35],2019-05-15,6.2,15,4.7879,88514
여인천하,드라마,"[18, 10768]",2001-02-05,6.5,2,5.498,24165
페르소나,드라마,[18],2019-04-11,6.596,57,4.757,87811
옥탑방 왕세자,드라마,"[35, 18, 10765]",2012-03-21,7.5,51,4.6656,43152
"지금, 헤어지는 중입니다",드라마,[18],2021-11-12,6.1,39,4.744,129887
전현무계획,예능,[10767],2024-02-16,10,1,5.8989,246527
어게인 마이 라이프,드라마,"[18, 80, 9648]",2022-04-08,8,43,5.2419,135654
"그 겨울, 바람이 분다",드라마,[18],2013-02-13,7.2,36,4.695,47091
유령,드라마,"[9648, 80]",2012-05-30,7.7,25,4.998,45018
모래시계,드라마,[18],1995-01-09,8.714,7,3.9771,14527
미친맛집: 미식가 친구의 맛집,예능,"[10764, 10767]",2025-02-27,8.8,4,6.0658,283645
"하이드 지킬, 나",드라마,"[35, 18]",2015-01-21,7.135,26,5.1469,61890
열여덟의 순간,드라마,"[18, 35]",2019-07-22,6.8,25,4.9382,90407
개인의 취향,드라마,"[35, 18]",2010-03-31,7.8,533,4.4255,32226
꼬마탐정 토비와 테리,드라마,"[16, 10762]",2018-06-08,7.8,5,4.2274,80942
라바 패밀리,드라마,"[10762, 35, 16]",2023-05-04,7.7,10,4.2769,224047
취하는 로맨스,드라마,"[35, 18]",2024-11-04,7.6,40,4.6694,253029
그린마더스클럽,드라마,"[18, 9648]",2022-04-06,5.5,18,5.2221,195747
도시괴담,드라마,"[9648, 18]",2020-08-20,6.9,94,4.2685,107851
보좌관: 세상을 움직이는 사람들,드라마,"[18, 10768]",2019-06-14,8.147,34,5.1695,89642
알함브라 궁전의 추억,드라마,"[10759, 9648, 10765, 18]",2018-12-01,7.6,119,4.3973,83634
사생활,드라마,"[10759, 35, 80, 9648, 18]",2020-10-07,5.625,28,4.4423,107442
마지막 썸머,드라마,"[18, 35]",2025-11-01,7.1,14,4.4436,261902
주관식당,예능,[10764],2025-02-22,10,2,4.3917,283650
불가살,드라마,"[18, 10765, 10759]",2021-12-18,7.773,77,4.9379,137520
엔젤 아이즈,드라마,"[18, 10749]",2014-04-05,6.704,27,5.5169,63787
눈이 부시게,드라마,"[18, 35]",2019-02-11,7.6,30,5.275,86546
사랑의 이해,드라마,[18],2022-12-21,6.062,65,4.4882,211746
헤어진 다음날,드라마,"[18, 10765]",2016-10-26,6.944,27,3.9567,69067
왜 오수재인가,드라마,"[18, 9648]",2022-06-03,8.026,57,5.6485,136644
앨리스,드라마,[10765],2020-08-28,7.224,38,4.5408,97267
피고인,드라마,"[80, 18]",2017-01-23,8.1,36,4.8393,68890
마왕의 딸로 태어났습니다,드라마,"[16, 10759]",2024-05-01,0,0,2.9725,254358
우리는 오늘부터,드라마,"[35, 18]",2022-05-09,5.3,29,4.5162,154891
카인과 아벨,드라마,"[10759, 18]",2009-02-18,7.7,10,4.6544,38971
VIP,드라마,"[9648, 18]",2019-10-28,6.469,16,4.3664,94642
보스를 지켜라,드라마,[35],2011-08-03,7,19,3.678,40043
자명고,드라마,[18],2009-03-10,4.4,13,4.7442,38589
청춘월담,드라마,"[18, 9648]",2023-02-06,6.5,31,4.9862,154889
도라이버,예능,"[10764, 35]",2025-02-23,7.7,17,4.9464,283647
니돈내산 독박투어,예능,[10764],2023-06-03,0,0,6.9629,227395
첫사랑은 처음이라서,드라마,[18],2019-04-18,8.204,556,4.7974,87527
상류사회,드라마,"[10749, 18]",2015-06-08,7.2,25,4.9178,62863
"서른, 아홉",드라마,[18],2022-02-16,8.258,64,5.3263,131028
용팔이,드라마,"[18, 10759]",2015-08-05,7.5,32,4.3647,63311
코미디 리벤지,예능,"[10764, 35]",2024-10-15,8,2,3.81,260565
"에덴, 본능의 후예들",예능,[10764],2022-06-14,5,2,4.2762,204062
리갈하이,드라마,"[35, 18, 9648]",2019-02-08,6.067,15,4.9906,85701
이판사판,드라마,[18],2017-11-22,7.3,14,4.1846,74831
이토록 친밀한 배신자,드라마,"[18, 80, 9648]",2024-10-11,8.157,35,4.2087,240942
유재석 캠프,예능,"[10764, 35]",2026-05-26,8.6,5,4.058,318167
풍문으로 들었소,드라마,"[35, 18]",2015-02-23,7.8,6,5.0889,62265
DNA러버,드라마,"[35, 18]",2024-08-17,3,3,3.9821,240622
"장옥정, 사랑에 살다",드라마,[18],2013-04-08,4.958,12,4.48,47322
서동요,드라마,[18],2005-09-05,5.2,5,4.4865,60144
글리치,드라마,"[18, 35, 9648, 10765]",2022-10-07,6.817,104,4.3422,136699
세잎클로버,드라마,[18],2005-01-17,0,0,3.6362,208266
모범가족,드라마,"[18, 80]",2022-08-12,6.833,72,4.3734,132171
요조숙녀,드라마,[18],2003-08-13,5.5,2,3.5853,3257
시크릿 마더,드라마,"[9648, 18]",2018-05-12,4.4,6,4.0514,79321
여행을 대신해 드립니다,드라마,"[18, 10759, 10751]",2025-08-02,6.8,9,5.0099,223487
쩐의 전쟁,드라마,[18],2007-05-16,7.2,4,3.5866,20588
가문의 영광,드라마,[18],2008-10-11,7,2,3.9179,31607
신발 벗고 돌싱포맨,예능,"[10764, 10767]",2021-07-13,9,3,6.7648,129047
강남스캔들,드라마,"[18, 10751]",2018-11-26,5.8,4,4.8045,84371
도적: 칼의 소리,드라마,"[10759, 18]",2023-09-22,7.357,63,4.3415,136368
라이프,드라마,[18],2018-07-23,7.1,38,4.1805,79991
커피하우스,드라마,"[18, 35]",2010-05-17,6,4,3.9768,33364
아무도 모른다,드라마,"[18, 80, 9648]",2020-03-02,7.7,26,4.3423,97220
하늘이시여,드라마,[18],2005-09-10,0,0,4.118,35919
결혼백서,드라마,[18],2022-05-23,7,46,3.9212,196907
최강럭비: 죽거나 승리하거나,예능,[10764],2024-12-10,8.667,3,3.0434,260566
"우리, 사랑했을까",드라마,"[35, 18]",2020-07-08,6.7,28,4.5723,96161
미남당,드라마,"[18, 9648, 35]",2022-06-27,7.611,54,4.444,138663
너를 닮은 사람,드라마,[18],2021-10-13,5.2,13,3.8647,112834
나쁜 기억 지우개,드라마,[18],2024-08-02,5.2,6,4.2778,132603
언니는 살아있다,드라마,"[18, 10751]",2017-04-15,6.6,8,3.4296,71250
빅이슈,드라마,[18],2019-03-06,4.8,14,5.2626,87188
너희들은 포위됐다,드라마,"[10759, 35, 18]",2014-05-07,7.9,20,4.4489,61173
끝없는 사랑,드라마,"[80, 18]",2014-06-21,5.2,2,4.4505,63203
모두의 거짓말,드라마,"[9648, 18, 80]",2019-10-12,6.8,27,3.3019,94425
편먹고 공치리,예능,[10764],2021-07-16,3.2,2,4.3216,129383
이 구역의 미친 X,드라마,"[18, 35]",2021-05-24,8.145,131,4.9921,125350
법쩐,드라마,"[18, 9648]",2023-01-06,6.2,36,3.9741,209751
대풍수,드라마,"[18, 36]",2012-10-10,3.2,6,3.9853,44094
프라하의 연인,드라마,[18],2005-09-24,6.5,2,3.2712,36294
쓰리 데이즈,드라마,"[10759, 18]",2014-03-05,7.4,25,3.4113,61157
우리 갑순이,드라마,"[35, 18]",2016-08-27,7.8,5,4.2155,67592
클리닝 업,드라마,"[35, 80, 18]",2022-06-04,5.9,15,3.8289,195745
딴따라,드라마,"[35, 18]",2016-04-20,6.6,18,3.7499,66122
세 번 결혼하는 여자,드라마,"[18, 10751, 10749]",2013-11-09,5,3,3.0825,64176
백야 3.98,드라마,"[10759, 18]",1998-08-31,10,1,3.8206,40376
취미는 과학,드라마,[99],2024-10-04,0,0,3.7055,273520
원더풀 마마,드라마,[18],2013-04-13,5.5,2,3.4391,51236
낮에 뜨는 달,드라마,"[18, 10765]",2023-11-01,7.114,22,4.1502,230924
퀸메이커,드라마,[18],2023-04-14,7.3,48,4.3931,139280
허식당,드라마,"[18, 10765]",2025-03-24,8.1,11,4.4127,285872
보건교사 안은영,드라마,"[10765, 18]",2020-09-25,7.28,125,3.9098,87313
훈남정음,드라마,"[18, 35]",2018-05-23,6.1,7,5.2116,79076
검사내전,드라마,[18],2019-12-16,6.722,18,3.9223,95231
부탁해요 캡틴,드라마,"[18, 35]",2012-01-04,5.9,4,3.4232,45225
