title,content_type,genre_ids,release_date,vote_average,vote_count,popularity,tmdb_id
뽀로로 극장판 바닷속 대모험,영화,"[16, 10751, 12, 14]",2025-01-01,0,0,2.1478,1290773
암수살인,영화,"[80, 18]",2018-10-03,6.598,92,2.1231,544627
화산고,영화,"[28, 35]",2001-12-08,6.016,91,3.097,23834
미쓰 와이프,영화,[35],2015-08-13,7.4,32,1.8122,342055
신의 한 수,영화,"[28, 80]",2014-07-03,6.7,108,1.9755,281298
악의 연대기,영화,"[53, 80]",2015-05-14,7.2,75,2.2757,340746
형,영화,"[18, 35]",2016-11-24,7.981,129,2.5199,426166
그물,영화,[18],2016-10-06,7.364,206,2.1798,412094
시민덕희,영화,"[35, 80]",2024-01-24,7.514,37,2.2908,696047
화란,영화,"[80, 18]",2023-10-11,5.8,36,2.4601,1028684
초능력자,영화,"[53, 878, 28]",2010-11-10,6.4,82,2.0029,68252
나의 사랑 나의 신부,영화,"[35, 10749]",2014-10-08,6.9,40,2.1206,297558
원라인,영화,"[80, 53]",2017-03-29,6.6,36,2.0344,442014
군도: 민란의 시대,영화,"[28, 18]",2014-07-23,6.6,135,2.0509,281780
의형제,영화,"[53, 28, 18]",2010-02-04,6.436,149,1.8729,50090
벌새,영화,[18],2019-08-28,7.554,121,1.9772,547404
계춘할망,영화,[18],2016-05-19,7.895,57,2.093,387886
두 여자,영화,"[18, 10749]",2010-11-18,4.867,15,1.9465,59866
아빠는 딸,영화,"[14, 18, 35]",2017-04-12,7.3,19,1.7912,451105
천문: 하늘에 묻는다,영화,"[36, 18]",2019-12-26,7.1,21,2.093,569267
괜찮아 괜찮아 괜찮아!,영화,"[18, 35]",2025-02-26,7.3,15,1.7859,1174188
인질,영화,[28],2021-08-18,6.8,40,2.101,602463
GP506,영화,"[27, 9648]",2008-04-03,5.464,69,2.0772,16882
"당신, 거기 있어줄래요",영화,"[18, 14]",2016-12-14,7.2,53,2.2546,422576
뜨거운 피,영화,"[80, 28, 53]",2022-03-23,6.318,22,1.9758,599333
사랑의 하츄핑,영화,"[16, 10751, 12, 14]",2024-08-07,7.7,5,2.0269,1275096
루시드 드림,영화,"[878, 53]",2017-02-22,6.4,230,2.1428,436994
미쓰백,영화,"[18, 53, 80]",2018-10-11,7.4,55,1.9766,544814
무방비 도시,영화,"[28, 80]",2008-01-10,6.767,43,1.8045,24037
누구의 딸도 아닌 해원,영화,[18],2013-02-28,6.516,61,2.0446,160075
나의 특별한 형제,영화,"[35, 18]",2019-05-01,8.21,62,2.2788,571787
이웃사촌,영화,"[18, 35]",2020-11-25,7.5,19,1.9113,636282
봄날은 간다,영화,"[18, 10749]",2001-09-28,6.907,54,2.1366,95453
7급 공무원,영화,"[28, 35, 10749]",2009-04-04,6.267,105,1.9442,18374
서울괴담,영화,"[27, 14]",2022-04-27,6.477,22,2.3077,957154
리바운드,영화,[18],2023-04-05,7.167,15,1.9186,936243
삼진그룹 영어토익반,영화,"[18, 35]",2020-10-21,7.7,40,2.438,630211
라방,영화,[80],2023-06-28,5.4,11,2.0565,1034871
기방도령,영화,"[35, 10749, 36]",2019-07-10,6.3,23,1.7345,598440
스트리밍,영화,"[53, 9648, 80]",2025-03-21,4.867,15,2.0512,764842
일대일,영화,"[18, 80]",2014-05-22,6.123,53,1.8912,270759
내 아내의 모든 것,영화,"[35, 10749]",2012-05-17,6.575,53,1.9883,116488
짝패,영화,"[28, 53, 80]",2006-05-25,6.6,151,2.2903,20605
여자는 남자의 미래다,영화,"[18, 10749]",2004-05-05,6.072,69,1.6873,16447
아이 캔 스피크,영화,"[18, 35]",2017-09-21,7.9,71,1.6711,470524
과속스캔들,영화,"[35, 18]",2008-12-03,7.226,106,1.8148,18384
목격자,영화,"[53, 80]",2018-08-15,6.724,105,1.995,529569
화려한 휴가,영화,"[18, 36]",2007-07-25,6.9,48,1.8977,58069
그것만이 내 세상,영화,"[18, 35]",2018-01-17,8,48,1.973,438623
하모니,영화,"[18, 10402]",2010-01-28,7.615,39,2.1736,40167
집으로 가는 길,영화,[18],2013-12-11,7.569,65,1.8372,242458
극장의 시간들,영화,[18],2026-03-18,6.5,2,1.815,1535349
경관의 피,영화,[80],2022-01-05,6.6,39,1.8534,610321
사생결단,영화,[28],1975-08-01,9,1,1.8414,588166
카트,영화,[18],2014-11-13,7.2,40,1.5934,287647
골든슬럼버,영화,"[28, 53]",2018-02-14,6.7,54,1.9464,500699
불도저에 탄 소녀,영화,"[9648, 18]",2022-04-07,7.034,29,1.8166,783127
결혼전야,영화,"[10749, 35]",2013-11-21,6.1,13,2.062,237490
핑크퐁 시네마 콘서트: 우주대탐험,영화,"[16, 10751, 10402, 878]",2019-12-08,4.714,7,2.059,649233
필사의 추격,영화,"[28, 12, 35, 80]",2024-08-21,5.6,7,1.9074,1063814
소리도 없이,영화,"[18, 80]",2020-10-15,7.411,96,1.7555,606740
남매의 집,영화,"[18, 53]",2009-05-01,6.5,4,2.1014,132946
완벽한 타인,영화,"[18, 35]",2018-10-31,7.2,59,1.8366,548352
부라더,영화,[35],2017-11-02,6.297,32,1.9207,485442
고양이: 죽음을 보는 두 개의 눈,영화,"[27, 9648]",2011-07-07,6.7,107,1.991,75931
해빙,영화,[53],2017-03-01,6.647,68,1.9457,435809
앵커,영화,"[53, 9648, 27]",2022-04-20,6.022,46,1.7971,626129
기술자들,영화,"[28, 80, 18]",2014-12-24,6.9,99,1.9461,300433
집으로...,영화,"[18, 10751]",2002-04-05,7.987,239,2.4799,33251
라바 펜던트,영화,"[35, 10751, 16]",2022-05-25,7.3,83,2.0734,973608
판소리 복서,영화,"[35, 18]",2019-10-09,6.8,15,2.0655,578211
해어화,영화,"[10749, 18, 36]",2016-04-13,7.8,65,1.9411,385261
조선명탐정: 사라진 놉의 딸,영화,"[28, 9648, 35]",2015-02-11,6.44,25,2.2024,328716
홈캠,영화,[27],2025-09-10,5.2,4,1.6441,1391014
국가부도의 날,영화,"[18, 36]",2018-11-28,6.838,65,1.9953,554137
블라인드,영화,[53],2011-08-10,7.3,137,2.1977,79374
번지점프를 하다,영화,"[10749, 18]",2001-02-03,6.5,55,1.7494,83013
허들,영화,[18],2025-12-03,5.7,3,1.7245,1379775
김종욱 찾기,영화,"[35, 10749]",2010-12-08,6.7,54,1.8746,64882
자산어보,영화,"[36, 18]",2021-03-31,7.8,39,1.7336,581390
장수상회,영화,"[35, 10749]",2015-04-09,7.9,23,1.918,329253
첫경험 3,영화,"[18, 10749]",2019-12-19,8,2,2.8362,662024
만추,영화,"[18, 10749]",2011-02-17,6.685,73,1.9488,91073
궁합,영화,"[35, 10749, 36]",2018-02-28,7.2,146,1.8345,500168
하이힐,영화,"[28, 18]",2014-06-01,6.885,104,1.7585,267573
8월의 크리스마스,영화,"[18, 10749]",1998-01-24,7.708,96,1.8247,26935
소방관,영화,[18],2024-12-04,7,17,1.8498,645985
댓글부대,영화,"[80, 18]",2024-03-27,5.6,16,1.6811,1007127
킹메이커,영화,"[18, 36]",2022-01-26,7.1,31,2.0143,573787
괴담만찬,영화,[27],2023-10-18,5.333,15,2.0835,1168166
여고괴담 여섯번째 이야기: 모교,영화,"[27, 9648]",2021-06-17,6.7,36,1.6386,602288
26년,영화,"[18, 53]",2012-11-29,6.8,74,1.7836,140380
불꽃처럼 나비처럼,영화,"[18, 28, 36, 10749]",2009-09-24,6.089,56,1.6687,41441
오빠생각,영화,"[18, 10752]",2016-01-21,8.3,27,1.7252,379880
무뢰한,영화,"[18, 80]",2015-05-15,6.475,40,1.7119,336053
허삼관,영화,[18],2015-01-14,7.1,35,1.6943,321191
뽀로로 극장판 슈퍼썰매 대모험,영화,[16],2013-11-17,5.4,11,1.608,226673
우리 형,영화,[18],2004-10-08,7,35,1.757,49213
히말라야,영화,"[12, 18]",2015-12-16,6.6,33,1.6038,374111
러브픽션,영화,"[35, 10749]",2012-02-29,6.6,24,1.9577,107434
혈의 누,영화,"[53, 9648]",2005-05-04,7,49,1.6258,45089
블랙머니,영화,"[80, 18, 53]",2019-11-13,7.1,30,1.8457,603314
댄싱퀸,영화,"[10749, 18, 35]",2012-01-18,6.2,29,1.5254,91596
명당,영화,"[18, 36]",2018-09-19,7.2,19,1.9515,544089
고死 두 번째 이야기: 교생실습,영화,[27],2010-07-28,5.8,86,1.5805,52414
뽀로로 극장판 보물섬 대모험,영화,"[16, 12, 14, 10751]",2019-04-25,7.5,6,1.6808,593959
화차,영화,"[9648, 53]",2012-03-08,7,91,1.9849,108972
아마존 활명수,영화,"[35, 18]",2024-10-30,6.3,19,2.1623,1148558
푸른소금,영화,"[28, 18, 10749]",2011-08-31,6.466,74,1.4497,81460
공범,영화,"[53, 18]",2013-10-24,6.3,47,1.4253,229878
극비수사,영화,"[80, 18]",2015-06-18,6.6,50,1.7017,344476
숨바꼭질,영화,"[53, 9648]",2013-08-14,6.557,105,1.7849,214209
영화는 영화다,영화,"[28, 80, 18]",2008-09-11,6.9,93,1.736,17593
크리스마스 캐럴,영화,"[28, 53]",2022-12-07,6.444,27,1.6671,882580
효자동 이발사,영화,"[36, 18, 35]",2004-05-05,7.1,40,1.4072,38053
멍뭉이,영화,"[10749, 35, 18, 10751]",2023-03-01,6.7,23,1.8387,610249
폭설,영화,"[18, 10749]",2024-10-23,6.5,13,1.5573,1104331
스파이,영화,"[28, 35]",2013-09-05,5.968,31,1.9319,221518
대가족,영화,"[18, 35]",2024-12-11,7.2,10,2.1057,1064205
말모이,영화,"[18, 35, 36]",2019-01-09,7.81,29,1.6823,564863
파주,영화,"[18, 10749]",2009-10-28,5.773,22,1.6979,36329
"미스터김, 영화관에 가다",영화,[99],2026-02-19,10,1,1.6189,1535977
메기,영화,"[18, 35]",2019-09-26,7.4,22,1.7377,546768
그녀를 믿지 마세요,영화,"[35, 10749]",2004-02-20,6.698,53,1.7797,18372
공기살인,영화,"[18, 9648]",2022-04-22,7.258,31,1.6584,731684
너와 나,영화,"[18, 10749]",2023-10-25,7.6,9,1.8004,972435
천군,영화,"[878, 28, 35]",2005-06-14,6.1,32,1.7652,37502
웅남이,영화,"[35, 28, 14]",2023-03-22,6,10,1.894,995063
탐정: 더 비기닝,영화,"[35, 80, 53]",2015-09-24,7,55,1.5963,359460
스물,영화,"[35, 18]",2015-03-25,7.1,116,1.7346,331251
미씽: 사라진 여자,영화,"[18, 9648, 53]",2016-11-30,6.75,62,1.6278,417199
헬머니,영화,[35],2015-03-05,7.7,13,2.185,333713
우아한 거짓말,영화,[18],2014-03-13,7.4,47,1.7247,257331
용의자X,영화,"[53, 9648]",2012-10-18,6.673,75,1.7011,138665
역린,영화,"[28, 36]",2014-04-30,7.2,59,1.6832,269340
7년의 밤,영화,"[53, 28, 18]",2018-03-28,5.783,23,1.6027,437083
도리화가,영화,"[10749, 18, 36, 10402]",2015-11-25,6.895,19,1.7004,366093
작업의 정석,영화,"[10749, 35]",2005-12-21,5.9,55,1.7312,20969
역모: 반란의 시대,영화,"[28, 18, 36]",2017-11-23,6.1,23,1.6607,488372
행복의 나라,영화,[18],2024-08-14,6.4,15,1.8939,783111
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,영화,"[16, 10751, 14, 12]",2025-07-24,0,0,1.3491,1484919
취화선,영화,"[18, 36]",2002-05-10,6.985,67,1.7125,18302
조선명탐정: 각시투구꽃의 비밀,영화,"[9648, 28, 36, 35, 80]",2011-01-27,6.5,50,1.8317,64931
극장전,영화,[18],2005-05-27,6.739,90,1.6844,85550
악마들,영화,"[53, 80, 14]",2023-07-05,5.953,32,1.8741,952476
1947 보스톤,영화,[18],2023-09-27,6.8,18,2.0431,581394
임금님의 사건수첩,영화,"[12, 28, 35]",2017-04-26,6.8,20,1.7066,451914
정직한 후보,영화,[35],2020-02-12,6.3,35,1.7199,605193
전설의 주먹,영화,"[28, 18]",2013-04-10,7.093,59,1.7362,180651
씬,영화,"[27, 14, 9648]",2024-03-29,6.4,20,1.8822,1169340
침묵,영화,"[80, 53, 18]",2017-11-02,6.9,50,1.6013,437078
빈틈없는 사이,영화,"[10749, 35]",2023-07-05,6,16,1.7601,1005533
바람 바람 바람,영화,[35],2018-04-05,6.7,29,1.8709,511883
이끼,영화,"[18, 53, 80, 9648]",2010-07-14,6.896,96,1.7869,49087
스트리머,영화,[10749],2023-11-17,10,1,1.6939,1252499
미성년,영화,[18],2019-04-11,7.5,38,1.6432,571632
봉이 김선달,영화,"[36, 35]",2016-07-06,7.032,31,1.8783,385137
변산,영화,"[18, 10402]",2018-07-04,7.2,21,1.5923,529859
화사한 그녀,영화,"[18, 35]",2023-10-11,6.4,5,1.4171,941045
여타짜,영화,"[18, 80]",2021-12-08,4,4,1.5516,892856
아메바 소녀들과 학교괴담: 개교기념일,영화,"[27, 35]",2024-11-06,6.714,8,1.4597,1244810
항거: 유관순 이야기,영화,"[36, 18]",2019-02-27,8,11,1.4448,575752
극적인 하룻밤,영화,"[10749, 35]",2015-12-03,7,11,1.8231,373855
여고괴담 4: 목소리,영화,"[27, 9648]",2005-07-15,6.7,95,1.518,32170
사랑하기 때문에,영화,"[18, 14, 10749]",2017-01-04,7,32,1.6068,422545
연애의 온도,영화,"[35, 10749]",2013-03-21,5.985,35,1.5725,180252
인생은 아름다워,영화,"[10402, 18, 10749]",2022-09-28,6.9,20,1.5329,616670
연애의 목적,영화,"[35, 10749]",2005-06-10,5.9,28,1.7376,114661
사채소년,영화,"[28, 18, 80]",2023-11-22,7.3,13,1.7,1071662
나랏말싸미,영화,"[36, 18]",2019-07-24,7.176,17,1.5905,572988
조선명탐정: 흡혈괴마의 비밀,영화,"[35, 80, 28, 9648]",2018-02-08,6,14,1.7222,500378
추억의 검정고무신,영화,[16],2020-11-19,4.5,2,1.4743,760510
순정만화,영화,"[35, 18]",2008-11-27,6.9,52,1.5421,40580
동갑내기 과외하기,영화,"[35, 10749]",2003-01-30,6.518,57,1.7044,18371
사생결단,영화,"[28, 80, 53]",2006-04-27,6.173,49,1.7137,32159
"어쩌다, 결혼",영화,"[10749, 35]",2019-02-27,5.8,6,1.6975,574840
서양골동양과자점 앤티크,영화,"[35, 18, 10749]",2008-11-13,6.265,66,1.3513,30843
주유소 습격사건,영화,"[28, 35]",1999-10-02,6.555,119,1.4545,16606
Panggil Aku Ayah,영화,"[18, 35, 10751]",2025-08-07,7.4,8,2.1418,1448256
좋아해줘,영화,"[10749, 35]",2016-02-17,7.3,21,1.726,379887
박화영,영화,[18],2018-07-19,4.6,8,1.3632,483295
탐정: 리턴즈,영화,"[35, 80]",2018-06-13,6.4,40,1.6067,522811
강변호텔,영화,[18],2019-02-15,6.431,72,1.361,535550
풀잎들,영화,[18],2018-10-25,6.592,60,1.4728,499255
표적,영화,"[53, 28]",2014-04-30,7,135,1.5664,267467
작전,영화,"[80, 12, 53, 28]",2009-02-12,5.6,14,1.6193,19529
돈,영화,"[80, 18]",2019-03-20,6.71,31,1.5564,571078
성난 변호사,영화,"[53, 28]",2015-10-08,7.171,41,1.832,363790
중간계,영화,"[28, 14]",2025-10-15,5.071,7,1.4648,1529439
방황하는 칼날,영화,"[28, 80, 18]",2014-04-10,7.073,62,1.545,264273
미옥,영화,"[28, 80]",2017-11-09,5.982,28,1.778,437116
성실한 나라의 앨리스,영화,"[18, 35, 53]",2015-08-13,6.8,29,1.8559,347697
더 웹툰: 예고살인,영화,"[27, 53]",2013-06-27,6.693,101,1.372,204260
접속,영화,"[10749, 18]",1997-09-13,7.269,26,1.192,183507
특별시민,영화,"[18, 53]",2017-04-26,6.5,45,1.8684,437073
그때 그사람들,영화,"[35, 18, 53]",2005-02-03,6.509,53,1.4968,41338
넌센스,영화,"[27, 18, 9648]",2025-11-26,6,4,1.5021,1208276
자카르타: 13번의 폭탄테러,영화,"[28, 80, 53]",2023-12-28,6.984,32,1.4585,1126128
장르만 로맨스,영화,"[35, 18]",2021-11-17,6,16,1.5905,599331
한란,영화,[18],2025-11-26,6,2,1.7898,1315477
뽀로로 극장판 컴퓨터 왕국 대모험,영화,"[16, 10751, 14, 12, 878]",2015-12-10,7.5,4,1.3907,382766
늑대의 유혹,영화,"[28, 18, 10749]",2004-07-23,6.097,31,1.7435,131979
신명,영화,"[18, 9648, 27]",2025-06-02,5.8,7,1.5551,1469823
로비,영화,"[35, 18]",2025-04-02,5.8,8,1.4762,1129557
은밀한 유혹,영화,"[53, 80, 18]",2015-06-04,6.188,24,1.568,342021
비정규직 특수요원,영화,"[28, 35]",2017-03-16,6,45,1.5459,448166
야수,영화,"[28, 80, 53]",2006-01-13,6.238,42,1.5214,32160
완득이,영화,"[18, 35]",2011-10-20,6.9,56,1.4527,91078
코리아,영화,[18],2012-05-03,7.7,53,1.6764,113388
신기전,영화,"[28, 12, 36]",2008-09-04,6.407,43,1.5219,50341
탐정 홍길동: 사라진 마을,영화,"[28, 18]",2016-05-04,6.873,67,1.6262,394170
특종: 량첸살인기,영화,"[53, 9648]",2015-10-22,6.3,30,1.4714,362974
두근두근 내 인생,영화,[18],2014-09-03,7.4,37,1.6924,282058
파파로티,영화,"[18, 35, 10402]",2013-03-14,7.1,32,1.4811,189081
차인표,영화,[35],2021-01-01,6.886,44,1.9765,629277
장손,영화,"[18, 9648]",2024-09-11,6.9,7,1.4512,1172507
대무가,영화,"[18, 35]",2022-10-12,6.4,7,1.4573,717908
광복절 특사,영화,"[35, 18]",2002-11-20,5.974,19,1.4765,200604
차박: 살인과 낭만의 밤,영화,"[27, 53]",2023-09-13,4.1,10,1.4718,1127546
소공녀,영화,"[18, 10749]",2018-03-15,7.5,110,1.6045,483297
박열,영화,"[36, 18]",2017-06-28,7.294,34,1.3924,453992
굿바이 싱글,영화,"[18, 35]",2016-06-29,6.1,25,1.5169,402648
거룩한 계보,영화,"[80, 18, 35]",2006-10-19,6.4,39,1.4062,55765
태양은 없다,영화,"[18, 80]",1999-01-09,7.2,20,1.3437,267407
재심,영화,"[18, 80]",2017-02-15,6.9,47,1.3786,435821
국제수사,영화,"[80, 35, 28]",2020-09-29,6.2,17,1.4717,573801
심야의 FM,영화,"[53, 80, 28]",2010-10-14,6.9,102,1.4494,55758
나쁜계집애: 달려라 하니,영화,"[16, 18, 10751]",2025-10-07,6.3,3,1.4726,1402913
하울링,영화,"[9648, 53]",2012-02-16,6.044,103,1.5446,116227
열정같은소리하고있네,영화,"[35, 10749]",2015-11-25,6.8,29,1.6312,370984
3일의 휴가,영화,"[18, 14]",2023-12-06,8.556,10,1.4515,661681
생일,영화,[18],2019-04-03,8.1,27,1.456,574297
파이란,영화,"[18, 10749]",2001-04-28,7.2,128,1.7163,18704
신라의 달밤,영화,"[35, 18]",2001-06-23,6,24,1.368,68529
세자매,영화,[18],2021-01-27,5.8,16,1.4339,705950
박수건달,영화,"[35, 80]",2013-01-09,6.667,18,1.48,181647
멋진 하루,영화,"[35, 10749, 18]",2008-09-25,6.8,26,1.3971,19482
퍼펙트맨,영화,[18],2019-10-02,6.483,29,1.6179,573808
범죄의 재구성,영화,"[35, 80, 28]",2004-04-15,6.875,32,1.4761,38002
극장판 안녕 자두야,영화,[16],2016-05-04,7,3,1.2863,405457
투사부일체,영화,"[28, 35, 80]",2006-01-19,5.2,22,1.5453,19609
우리들,영화,[18],2016-06-16,7.472,54,1.4503,384748
양자물리학,영화,[80],2019-09-25,6,21,1.7317,619166
영웅,영화,"[18, 36, 28]",2022-12-21,6.6,19,1.4519,602464
미스터 로봇,영화,"[16, 28, 878]",2025-04-04,7.563,16,1.7727,1414052
국가대표 2,영화,[18],2016-08-10,6.1,11,1.5507,408362
국가대표,영화,"[35, 18]",2009-07-29,6.1,31,1.2907,37870
머니백,영화,"[80, 35, 28]",2018-04-12,6.25,8,1.4938,516297
연애소설,영화,"[18, 10749]",2002-09-13,7.182,44,1.5402,54332
사냥,영화,"[28, 53]",2016-06-29,5.3,10,1.5387,400421
더 킬러스,영화,"[28, 53, 80]",2024-10-23,5.9,9,1.8062,1188301
백수아파트,영화,"[35, 9648, 18]",2025-02-26,6.6,15,1.6965,1204886
의뢰인,영화,"[18, 53]",2011-09-29,6.881,67,1.4177,81242
흥부: 글로 세상을 바꾼 자,영화,[18],2018-02-14,6.1,7,1.5713,502474
자전차왕 엄복동,영화,[18],2019-02-27,6.7,16,1.5636,571783
뽀로로 극장판 드래곤캐슬 대모험,영화,"[16, 10751, 12, 14]",2022-07-28,7.5,8,1.3729,979688
보통사람,영화,"[80, 28, 18, 9648]",2017-03-23,7.2,41,1.3771,442845
우아한 세계,영화,"[28, 35, 80]",2007-04-05,6.469,49,1.4185,55771
죽지않는 인간들의 밤,영화,"[53, 35]",2020-09-29,6,17,1.4199,601062
해결사,영화,"[28, 80, 18]",2010-09-12,6.682,44,1.2413,56578
북촌방향,영화,[18],2011-09-08,6.894,85,1.4196,85525
비트,영화,"[28, 18]",1997-05-03,6.111,18,1.5245,67089
고속도로 가족,영화,[18],2022-11-02,6.1,9,1.557,886430
소년들,영화,"[18, 80]",2023-11-01,6.5,12,1.3836,714651
눈에는 눈 이에는 이,영화,"[28, 80]",2008-07-31,6.4,33,1.1821,49095
배우는 배우다,영화,[18],2013-10-24,6.9,29,1.3676,227793
내 생애 가장 아름다운 일주일,영화,"[18, 10749, 35]",2005-10-07,6.529,17,1.3668,208874
주먹이 운다,영화,"[18, 28]",2005-03-31,7.247,77,1.5453,40452
무수단,영화,"[9648, 53, 28]",2016-03-03,6,10,1.3701,387845
마파도,영화,[35],2005-03-10,6.231,13,1.2395,153422
가문의 영광 2: 가문의 위기,영화,"[35, 80, 28, 10749]",2005-09-07,5.625,20,1.2474,49203
허스토리,영화,[18],2018-06-27,8.676,17,1.3405,527436
정직한 후보 2,영화,[35],2022-09-28,6.3,15,1.3196,795276
온리 갓 노우즈 에브리띵,영화,"[9648, 53]",2025-08-22,5,3,1.2291,1097001
깡철이,영화,"[18, 28]",2013-10-02,6.516,31,1.3338,227336
스텔라,영화,"[18, 14, 35]",2022-04-06,6.7,10,1.4559,630217
뽀로로 극장판 눈요정 마을 대모험,영화,"[16, 10751, 12, 14]",2014-07-01,7.5,3,1.339,337943
비닐하우스,영화,"[18, 53]",2023-07-26,6.5,16,1.2473,915655
목스박,영화,"[28, 35]",2024-03-20,4.3,5,1.4711,1208997
그림자 살인,영화,"[9648, 80, 53]",2009-02-16,6.2,49,1.2551,31714
극장판 안녕 자두야: 제주도의 비밀,영화,[16],2022-01-27,0,0,1.2853,926242
우리 선희,영화,"[10749, 18]",2013-09-12,6.5,47,1.4733,211579
Gamgi,영화,"[18, 14, 9648]",2012-07-01,6,1,1.2553,747236
궁녀,영화,"[9648, 18, 53]",2007-10-18,6.947,19,1.3267,61128
어쩌면 해피엔딩,영화,"[878, 10749]",2025-10-02,7,1,1.2812,1154212
오피스,영화,"[53, 9648]",2015-09-03,6.338,74,1.2408,336055
옥희의 영화,영화,"[35, 18, 10749]",2010-09-16,6.7,56,1.2488,86261
모비딕,영화,[28],2011-06-09,7.035,43,1.4341,75006
황진이,영화,"[18, 10749, 36]",2007-06-06,6.5,18,1.3105,56247
패션왕,영화,"[35, 10749]",2014-11-06,6.7,21,1.3354,297292
세상 참 예쁜 오드리,영화,[18],2024-10-24,7,5,1.5218,1059191
안녕 자두야 스페셜: 언더 더 씨,영화,[16],2019-01-25,10,1,1.3252,900014
선생 김봉두,영화,"[35, 18]",2003-03-28,7.4,17,1.2111,63247
차형사,영화,"[35, 28]",2012-05-30,5.5,26,1.234,124874
유병재: B의 농담,영화,[35],2018-08-17,6.4,5,1.2908,542691
이장과 군수,영화,[35],2007-03-28,6.7,9,1.3383,169226
파수꾼,영화,[18],2011-03-03,7.379,58,1.2308,74092
가문의 영광 4: 가문의 수난,영화,"[28, 35]",2011-09-07,6,14,1.3699,85491
교토에서 온 편지,영화,"[10751, 18]",2023-12-06,8,5,1.3882,1021633
그대 이름은 장미,영화,[35],2019-01-16,6,9,1.3134,570424
10억,영화,"[53, 18]",2009-08-06,6.222,36,1.3655,45083
희생부활자,영화,"[53, 9648, 28]",2017-10-12,5.6,25,1.3553,478160
피는 물보다 진하다,영화,[28],2022-05-25,4.6,8,1.4247,952888
비스티 보이즈,영화,"[35, 18]",2008-04-30,4.9,16,1.1264,69383
우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,영화,"[18, 10749]",2024-10-16,7.8,5,1.294,884139
아기공룡 둘리: 얼음별 대모험,영화,"[16, 12, 10751, 14, 878]",1996-07-24,7.5,2,1.2834,467885
오조준,영화,[10749],2026-03-13,5,1,1.2223,1640162
그놈이다,영화,"[53, 80]",2015-10-28,5.675,40,1.3422,369443
분노의 윤리학,영화,"[53, 18]",2013-02-21,6,20,1.3176,172716
어게인 1997,영화,"[14, 18, 35]",2024-04-10,4.8,5,1.2361,1005026
1번가의 기적,영화,"[35, 10749]",2007-02-15,6.5,18,1.7536,40228
세상에서 가장 아름다운 이별,영화,[18],2011-04-20,7.8,5,1.5428,276170
부기나이트,영화,"[35, 18, 28, 80]",2022-04-28,5.2,6,1.3475,940164
보안관,영화,"[80, 35]",2017-05-03,6,27,1.4778,452408
키친,영화,"[18, 10749]",2009-02-05,5.167,18,1.1515,54201
뽀로로 극장판 슈퍼스타 대모험,영화,"[16, 10751, 12, 10402, 878]",2023-12-08,0,0,1.2135,1189165
만남의 집,영화,[18],2025-10-15,6.3,3,1.2385,1211635
공공의 적 1-1: 강철중,영화,"[28, 35, 80, 53]",2008-06-19,6.6,42,1.4911,65337
이층의 악당,영화,[35],2010-11-24,6.5,18,1.2113,55641
고령화 가족,영화,"[18, 35]",2013-05-09,6.767,15,1.2544,193689
가문의 영광,영화,"[35, 28, 80]",2002-09-13,6.089,28,1.039,49202
그 여름,영화,"[16, 10749, 18]",2023-06-07,6.333,9,1.3524,1117291
석조저택 살인사건,영화,"[53, 18]",2017-05-09,7.1,18,1.4158,452714
남극일기,영화,"[27, 53, 9648]",2005-05-19,6.079,63,1.1442,49190
제보자,영화,[18],2014-10-02,7.222,27,1.2142,296633
싸움의 기술,영화,"[28, 35]",2006-01-05,6.1,39,1.1533,39021
"안녕, 할부지",영화,"[99, 16]",2024-09-04,7.3,3,1.1864,1314450
바람과 함께 사라지다,영화,"[35, 28]",2012-08-08,6.375,32,1.2522,132711
커플즈,영화,"[35, 10749]",2011-11-02,6.4,12,1.226,91239
오후 네시,영화,[53],2024-10-23,5.5,6,1.4841,1095848
특별수사: 사형수의 편지,영화,"[80, 35, 18]",2016-05-19,7.8,16,1.1847,393985
로보카폴리 사막 구조대 이야기,영화,"[16, 10751]",2025-11-08,0,0,1.1102,1173370
범털 2: 쩐의 전쟁,영화,"[28, 80]",2021-05-13,5,1,1.3025,820625
매드 댄스 오피스,영화,"[35, 10402]",2026-03-04,5.667,3,1.3157,1306820
범죄의 여왕,영화,"[53, 35, 80]",2016-08-25,7.737,19,1.1762,413740
공포특급,영화,[27],1994-01-01,2,1,0.9835,322435
폭락,영화,"[18, 80]",2025-01-15,4.9,7,1.1866,1204889
복면달호,영화,"[10402, 35]",2007-02-14,6.4,11,1.0221,131922
치외법권,영화,"[80, 28]",2015-08-27,6.8,7,1.2377,359243
박나래의 농염주의보,영화,[35],2019-10-16,5.8,4,1.1232,604343
6년째 연애중,영화,"[10749, 18]",2008-02-05,6.2,13,1.393,18464
미술관 옆 동물원,영화,"[18, 10749, 35]",1998-12-19,6.8,25,1.1936,125183
인정사정 볼 것 없다,영화,"[28, 80, 53]",1999-07-31,6.7,57,1.3047,25660
내 심장을 쏴라,영화,[18],2015-01-28,7.705,22,1.1107,326854
만남의 광장,영화,[35],2007-08-15,6,10,1.3389,178743
미스터 소크라테스,영화,"[28, 80]",2005-11-11,6.203,37,1.169,32163
비밀,영화,"[9648, 53]",2023-12-13,5.7,7,1.3932,1189904
